2009,38-1,19.9., 6  10  12  23  24  28  30  ,+, 13  26  27 
2009,39-1,26.9., 2  8  16  20  25  34  37  ,+, 1  12  15 
2009,40-1,3.10., 2  4  10  25  27  35  36  ,+, 20  32  37 
2009,41-1,10.10., 1  6  18  25  32  33  35  ,+, 14  16  29 
2009,42-1,17.10., 2  12  18  24  27  33  34  ,+, 1  9  10 
2009,43-1,24.10., 4  6  16  19  26  32  33  ,+, 5  10  22 
2009,44-1,1.11., 4  5  8  31  36  37  39  ,+, 1  2  16 
2009,45-1,7.11., 14  17  18  23  26  34  37  ,+, 3  6  20 
2009,46-1,14.11., 3  5  26  27  28  30  32  ,+, 12  13  31 
2009,47-1,21.11., 5  10  15  18  26  31  37  ,+, 2  8  13 
2009,48-1,28.11., 2  4  6  23  27  31  34  ,+, 18  19  21 
2009,49-1,5.12., 3  12  15  18  26  33  38  ,+, 23  32  36 
2009,50-1,12.12., 3  10  11  13  18  28  38  ,+, 4  6  21 
2009,51-1,19.12., 2  3  17  25  27  35  36  ,+, 18  30  37 
2009,52-1,27.12., 14  18  19  20  30  32  39  ,+, 11  22  27 
2009,53-1,2.1., 6  16  22  23  28  32  34  ,+, 3  21  37 
2010,1-1,9.1., 6  12  20  21  26  29  31  ,+, 4  23  32 
2010,2-1,16.1., 13  20  28  31  33  35  37  ,+, 15  32  36 
2010,3-1,23.1., 5  16  17  21  26  27  28  ,+, 2  22  39 
2010,4-1,30.1., 4  14  21  23  25  26  33  ,+, 22  27  32 
2010,5-1,6.2., 1  2  5  14  19  29  31  ,+, 16  17  22 
2010,6-1,13.2., 2  9  11  15  19  31  37  ,+, 16  27  36 
2010,7-1,20.2., 7  14  23  24  30  31  37  ,+, 8  10  15 
2010,8-1,27.2., 5  21  24  28  29  36  37  ,+, 12  14  22 
2010,9-1,6.3., 6  11  13  17  19  27  36  ,+, 2  4  20 
2010,10-1,13.3., 2  7  14  16  20  24  25  ,+, 33  34  38 
2010,11-1,20.3., 15  23  28  29  31  36  39  ,+, 12  22  37 
2010,12-1,27.3., 3  15  18  20  24  31  33  ,+, 2  4  36 
2010,13-1,3.4., 1  2  11  21  27  34  39  ,+, 14  25  35 
2010,14-1,10.4., 7  8  11  12  13  22  25  ,+, 5  9  19 
2010,15-1,17.4., 3  4  10  13  15  28  37  ,+, 16  19  36 
2010,16-1,24.4., 6  21  22  24  33  34  39  ,+, 11  19  32 
2010,17-1,1.5., 2  15  22  25  30  34  36  ,+, 3  7  11 
2010,18-1,8.5., 2  10  14  15  16  20  36  ,+, 21  29  39 
2010,19-1,15.5., 1  11  22  28  30  31  35  ,+, 5  26  34 
2010,20-1,22.5., 3  9  14  20  27  28  37  ,+, 15  17  36 
2010,21-1,29.5., 2  21  23  30  31  32  36  ,+, 4  28  37 
2010,22-1,5.6., 3  5  17  19  26  36  38  ,+, 14  25  27 
2010,23-1,12.6., 1  2  4  5  7  10  25  ,+, 9  31  36 
2010,24-1,19.6., 2  3  6  8  11  15  26  ,+, 21  22  35 
2010,25-1,27.6., 1  9  10  20  22  28  30  ,+, 8  18  38 
2010,26-1,3.7., 9  10  26  28  29  37  38  ,+, 14  18  21 
2010,27-1,10.7., 14  15  16  25  26  27  34  ,+, 4  20  22 
2010,28-1,17.7., 2  13  15  20  23  27  37  ,+, 3  6  33 
2010,29-1,24.7., 11  14  16  20  30  35  37  ,+, 17  19  22 
2010,30-1,31.7., 10  11  13  17  19  24  39  ,+, 15  23  25 
2010,31-1,7.8., 11  13  14  18  24  25  33  ,+, 4  9  37 
2010,32-1,14.8., 4  12  13  16  18  27  31  ,+, 21  34  35 
2010,33-1,21.8., 1  7  17  27  30  34  35  ,+, 2  23  25 
2010,34-1,28.8., 2  3  6  14  20  32  39  ,+, 11  16  29 
2010,35-1,4.9., 5  8  12  24  28  32  38  ,+, 22  31  36 
2010,36-1,11.9., 3  5  13  22  26  27  30  ,+, 6  20  34 
2010,37-1,18.9., 4  7  14  16  19  26  38  ,+, 9  15  37 
2010,38-1,25.9., 4  9  13  23  25  33  35  ,+, 10  20  32 
2010,39-1,2.10., 1  4  8  17  23  37  38  ,+, 11  19  31 
2010,40-1,9.10., 1  7  9  23  31  35  38  ,+, 8  28  32 
2010,41-1,16.10., 2  8  13  14  19  21  30  ,+, 4  9  22 
2010,42-1,23.10., 1  12  19  20  22  29  34  ,+, 18  33  39 
2010,43-1,30.10., 2  5  12  13  20  23  26  ,+, 1  8  24 
2010,44-1,7.11., 1  5  8  14  18  28  33  ,+, 15  31  32 
2010,45-1,13.11., 9  10  13  17  20  21  25  ,+, 1  24  31 
2010,46-1,20.11., 6  8  9  10  22  34  38  ,+, 2  26  33 
2010,47-1,27.11., 1  3  11  18  19  24  28  ,+, 20  30  35 
2010,48-1,4.12., 2  7  10  18  24  26  34  ,+, 8  28  37 
2010,49-1,11.12., 1  9  12  22  35  36  38  ,+, 13  21  32 
2010,50-1,18.12., 1  8  11  28  30  33  37  ,+, 2  4  36 
2011,1-1,8.1., 3  12  16  24  28  34  38  ,+, 9  23  29 
2011,2-1,15.1., 7  13  14  15  20  38  39  ,+, 6  9  24 
2011,3-1,22.1., 4  12  14  16  23  25  30  ,+, 7  8  28 
2011,4-1,29.1., 1  5  6  21  22  30  39  ,+, 24  26  28 
2011,5-1,5.2., 4  7  13  16  18  25  38  ,+, 9  22  39 
2011,6-1,12.2., 2  16  18  19  22  23  34  ,+, 3  8  10 
2011,7-1,19.2., 1  17  20  21  26  33  39  ,+, 14  19  28 
2011,8-1,26.2., 11  21  22  23  24  26  29  ,+, 13  33  36 
2011,9-1,5.3., 1  2  3  7  8  10  14  ,+, 15  19  33 
2011,10-1,12.3., 4  10  11  16  24  28  32  ,+, 9  33  36 
2011,11-1,19.3., 1  3  17  22  28  29  32  ,+, 13  16  33 
2011,12-1,26.3., 4  6  20  28  30  34  38  ,+, 18  22  26 
2011,13-1,2.4., 4  12  17  18  23  27  31  ,+, 6  19  20 
2011,14-1,9.4., 8  16  21  23  25  26  37  ,+, 10  12  28 
2011,15-1,16.4., 4  11  15  22  30  35  37  ,+, 25  27  33 
2011,16-1,24.4., 2  4  5  7  19  22  23  ,+, 9  18  20 
2011,17-1,30.4., 2  5  12  15  25  26  38  ,+, 1  37  39 
2011,18-1,7.5., 6  7  10  18  19  27  28  ,+, 3  33  34 
2011,19-1,14.5., 4  7  9  20  25  29  36  ,+, 13  34  37 
2011,20-1,21.5., 7  13  17  18  19  24  36  ,+, 3  33  37 
2011,21-1,28.5., 4  20  23  28  30  33  39  ,+, 5  21  29 
2011,22-1,5.6., 7  8  13  24  29  30  38  ,+, 1  10  27 
2011,23-1,12.6., 2  4  6  7  12  16  26  ,+, 28  32  39 
2011,24-1,19.6., 1  12  22  25  28  35  38  ,+, 6  18  36 
2011,25-1,26.6., 2  6  14  17  25  26  39  ,+, 18  27  37 
2011,26-1,3.7., 6  7  12  19  22  32  36  ,+, 9  16  25 
2011,27-1,10.7., 5  9  10  12  18  27  36  ,+, 4  8  26 
2011,28-1,17.7., 6  8  11  15  18  30  39  ,+, 22  23  26 
2011,29-1,24.7., 1  5  10  11  17  20  31  ,+, 12  18  28 
2011,30-1,31.7., 3  6  18  23  24  32  36  ,+, 7  21  30 
2011,31-1,7.8., 2  12  15  20  25  31  37  ,+, 22  32  35 
2011,32-1,14.8., 3  11  13  26  29  32  36  ,+, 8  33  35 
2011,33-1,21.8., 3  6  11  21  23  27  32  ,+, 5  28  38 
2011,34-1,28.8., 3  5  10  14  29  35  39  ,+, 7  28  38 
2011,35-1,3.9., 3  5  12  19  25  31  37  ,+, 4  21  39 
2011,36-1,10.9., 1  2  4  20  29  35  37  ,+, 7  12  30 
2011,37-1,17.9., 5  13  16  28  31  32  33  ,+, 11  25  36 
2011,38-1,24.9., 5  7  8  24  29  36  39  ,+, 1  26  31 
2011,39-1,1.10., 8  10  11  14  24  30  37  ,+, 20  29  36 
2011,40-1,9.10., 9  10  12  15  22  35  36  ,+, 2  21  32 
2011,41-1,15.10., 6  13  15  18  25  27  34  ,+, 5  24 
2011,42-1,22.10., 8  12  24  30  32  36  39  ,+, 13  26 
2011,43-1,29.10., 18  21  24  30  34  35  37  ,+, 10  14 
2011,44-1,6.11., 2  11  14  16  18  31  32  ,+, 6  15 
2011,45-1,12.11., 9  11  12  16  32  34  36  ,+, 2  14 
2011,46-1,19.11., 2  4  9  10  16  19  39  ,+, 13  35 
2011,47-1,26.11., 6  7  12  14  18  32  39  ,+, 5  9 
2011,48-1,3.12., 9  10  12  23  29  30  35  ,+, 4  13 
2011,49-1,10.12., 5  9  12  20  27  34  37  ,+, 6  24 
2011,50-1,17.12., 6  11  24  25  27  36  38  ,+, 10  12 
2012,1-1,7.1., 10  17  21  24  26  31  37  ,+, 1  28 
2012,2-1,14.1., 4  7  12  19  24  32  34  ,+, 3  38 
2012,3-1,21.1., 2  12  16  21  36  38  39  ,+, 11  20 
2012,4-1,28.1., 5  12  17  27  32  34  35  ,+, 2  21 
2012,5-1,4.2., 6  8  24  26  35  36  38  ,+, 12  27 
2012,6-1,11.2., 7  9  21  22  26  28  35  ,+, 16  27 
2012,7-1,18.2., 3  4  7  17  29  30  33  ,+, 16  38 
2012,8-1,25.2., 6  16  20  23  26  27  28  ,+, 12  39 
2012,9-1,3.3., 2  17  18  30  32  33  37  ,+, 8  10 
2012,10-1,10.3., 8  18  23  28  33  35  39  ,+, 25  37 
2012,11-1,17.3., 4  6  11  19  24  35  38  ,+, 5  18 
2012,12-1,24.3., 5  9  17  18  27  29  37  ,+, 15  25 
2012,13-1,31.3., 5  8  12  17  25  35  38  ,+, 22  36 
2012,14-1,7.4., 3  13  16  18  20  23  28  ,+, 12  21 
2012,15-1,14.4., 1  3  6  8  16  17  26  ,+, 19  37 
2012,16-1,21.4., 3  4  5  19  23  25  35  ,+, 15  28 
2012,17-1,28.4., 10  14  15  22  33  37  39  ,+, 18  24 
2012,18-1,5.5., 2  4  5  12  14  18  27  ,+, 8  31 
2012,19-1,12.5., 6  19  23  35  36  38  39  ,+, 9  22 
2012,20-1,19.5., 1  15  16  19  24  33  37  ,+, 6  32 
2012,21-1,26.5., 1  2  16  18  22  24  26  ,+, 12  17 
2012,22-1,3.6., 3  8  15  24  26  35  39  ,+, 2  37 
2012,23-1,10.6., 3  18  22  27  33  36  38  ,+, 5  20 
2012,24-1,17.6., 6  8  21  26  31  36  39  ,+, 12  13 
2012,25-1,24.6., 2  6  19  25  26  28  30  ,+, 24  36 
2012,26-1,1.7., 1  8  15  22  33  34  37  ,+, 31  38 
2012,27-1,8.7., 1  20  25  29  33  34  35  ,+, 3  27 
2012,28-1,15.7., 3  9  31  34  35  38  39  ,+, 5  25 
2012,29-1,22.7., 6  18  19  27  29  33  35  ,+, 15  17 
2012,30-1,29.7., 3  5  8  15  20  26  35  ,+, 16  19 
2012,31-1,5.8., 1  10  12  21  23  31  36  ,+, 24  39 
2012,32-1,12.8., 3  12  17  18  21  29  39  ,+, 6  11 
2012,33-1,19.8., 10  11  19  20  27  32  34  ,+, 16  24 
2012,34-1,26.8., 8  14  15  20  26  28  31  ,+, 7  11 
2012,35-1,1.9., 3  8  11  13  22  27  35  ,+, 7  24 
2012,36-1,8.9., 2  4  9  10  12  24  32  ,+, 8  23 
2012,37-1,15.9., 1  4  11  17  22  34  39  ,+, 7  32 
2012,38-1,22.9., 5  10  12  15  18  21  23  ,+, 1  4 
2012,39-1,29.9., 4  9  12  14  19  32  38  ,+, 21  30 
2012,40-1,6.10., 5  6  7  9  26  32  39  ,+, 16  38 
2012,41-1,13.10., 10  12  15  29  31  33  39  ,+, 22  28 
2012,42-1,20.10., 13  16  19  25  30  32  39  ,+, 7  9 
2012,43-1,27.10., 9  17  22  29  34  35  36  ,+, 13  16 
2012,44-1,4.11., 1  14  16  20  23  26  36  ,+, 12  33 
2012,45-1,10.11., 5  13  15  20  31  37  39  ,+, 2  4 
2012,46-1,17.11., 2  5  6  9  35  36  39  ,+, 14  37 
2012,47-1,24.11., 7  12  15  18  26  35  36  ,+, 4  9 
2012,48-1,1.12., 3  4  5  6  11  13  20  ,+, 10  37 
2012,49-1,8.12., 2  6  9  15  16  17  34  ,+, 28  39 
2012,50-1,15.12., 1  3  6  13  25  32  34  ,+, 2  29 
2012,51-1,22.12., 4  9  18  33  35  36  39  ,+, 7  16 
2012,52-1,29.12., 2  7  8  9  19  22  23  ,+, 5  15 
2013,1-1,5.1., 3  6  8  13  15  26  39  ,+, 14  27 
2013,2-1,12.1., 6  9  15  17  36  38  39  ,+, 18  21 
2013,3-1,19.1., 8  9  13  18  19  32  33  ,+, 22  31 
2013,4-1,26.1., 12  13  14  23  24  27  30  ,+, 16  33 
2013,5-1,2.2., 5  9  12  14  23  26  38  ,+, 6  35 
2013,6-1,9.2., 1  4  12  16  27  34  35  ,+, 2  36 
2013,7-1,16.2., 4  5  11  23  32  33  37  ,+, 3  36 
2013,8-1,23.2., 4  13  16  27  30  31  39  ,+, 1  6 
2013,9-1,2.3., 3  6  10  11  18  27  37  ,+, 13  22 
2013,10-1,9.3., 1  6  21  23  31  33  38  ,+, 12  39 
2013,11-1,16.3., 3  7  16  28  30  32  36  ,+, 2  25 
2013,12-1,23.3., 2  9  16  20  21  33  36  ,+, 15  34 
2013,13-1,30.3., 3  5  7  9  15  18  19  ,+, 22  38 
2013,14-1,6.4., 6  19  20  25  31  37  39  ,+, 4  27 
2013,15-1,13.4., 5  9  19  20  32  33  35  ,+, 2  13 
2013,16-1,20.4., 4  15  21  27  29  34  37  ,+, 11  17 
2013,17-1,27.4., 4  12  15  16  19  21  27  ,+, 10  17 
2013,18-1,4.5., 5  11  13  20  23  26  35  ,+, 30  37 
2013,19-1,11.5., 1  6  21  24  28  30  33  ,+, 19  35 
2013,20-1,18.5., 1  9  16  28  30  33  35  ,+, 32  38 
2013,21-1,25.5., 24  27  28  31  32  33  37  ,+, 11  25 
2013,22-1,2.6., 4  6  7  11  25  28  34  ,+, 1  36 
2013,23-1,9.6., 3  4  10  16  20  35  39  ,+, 18  36 
2013,24-1,16.6., 1  2  7  18  29  33  39  ,+, 16  34 
2013,25-1,23.6., 10  17  25  32  34  36  39  ,+, 4  9 
2013,26-1,30.6., 10  15  24  25  26  27  35  ,+, 2  37 
2013,27-1,7.7., 7  10  12  18  21  27  38  ,+, 11  35 
2013,28-1,14.7., 3  11  17  25  26  32  37  ,+, 10  38 
2013,29-1,21.7., 1  12  19  20  22  25  31  ,+, 38  39 
2013,30-1,28.7., 2  6  12  15  17  19  35  ,+, 1  8 
2013,31-1,4.8., 11  13  19  31  33  35  38  ,+, 1  9 
2013,32-1,11.8., 6  11  18  25  26  30  32  ,+, 9  36 
2013,33-1,18.8., 2  14  15  16  17  19  31  ,+, 20  37 
2013,34-1,25.8., 12  15  18  21  24  25  29  ,+, 4  26 
2013,35-1,1.9., 9  16  20  26  29  30  37  ,+, 18  39 
2013,36-1,8.9., 3  7  15  17  34  38  39  ,+, 2  16 
2013,37-1,15.9., 1  9  13  15  18  36  37  ,+, 11  17 
2013,39-1,29.9., 2  8  10  21  27  31  34  ,+, 3  24 
2013,41-1,12.10., 2  3  21  22  29  34  39  ,+, 7  9 
2013,42-1,19.10., 4  10  17  19  20  33  36  ,+, 28  37 
2013,43-1,26.10., 6  7  9  18  27  34  36  ,+, 17  31 
2013,44-1,3.11., 1  6  12  19  22  32  35  ,+, 8  34 
2013,46-1,16.11., 6  10  16  17  18  26  35  ,+, 20  23 
2013,47-1,23.11., 5  7  8  12  20  37  39  ,+, 26  29 
2013,48-1,30.11., 14  16  20  21  23  25  26  ,+, 28  35 
2013,49-1,7.12., 1  5  9  12  14  22  26  ,+, 4  28 
2013,50-1,14.12., 2  3  10  17  23  30  35  ,+, 16  18 
2013,52-1,28.12., 2  4  19  22  25  26  39  ,+, 6  37 
2013,1-1,5.1., 3  6  8  13  15  26  39  ,+, 14  27 
2013,2-1,12.1., 6  9  15  17  36  38  39  ,+, 18  21 
2013,3-1,19.1., 8  9  13  18  19  32  33  ,+, 22  31 
2013,4-1,26.1., 12  13  14  23  24  27  30  ,+, 16  33 
2013,5-1,2.2., 5  9  12  14  23  26  38  ,+, 6  35 
2013,6-1,9.2., 1  4  12  16  27  34  35  ,+, 2  36 
2013,7-1,16.2., 4  5  11  23  32  33  37  ,+, 3  36 
2013,8-1,23.2., 4  13  16  27  30  31  39  ,+, 1  6 
2013,9-1,2.3., 3  6  10  11  18  27  37  ,+, 13  22 
2013,10-1,9.3., 1  6  21  23  31  33  38  ,+, 12  39 
2014,2-1,11.1., 3  17  29  32  33  35  36  ,+, 1  21 
2014,3-1,18.1., 4  9  15  16  20  32  34  ,+, 14  37 
2014,4-1,25.1., 1  4  5  12  16  27  33  ,+, 24  34 
2014,5-1,1.2., 15  22  25  26  28  29  39  ,+, 13  24 
2014,6-1,8.2., 5  14  16  18  21  24  28  ,+, 19  23 
2014,7-1,15.2., 16  18  22  27  33  36  38  ,+, 31  34 
2014,8-1,22.2., 2  3  20  25  29  33  39  ,+, 13  21 
2014,9-1,1.3., 1  7  8  20  25  27  34  ,+, 6  33 
2014,10-1,8.3., 2  3  13  28  29  31  36  ,+, 17  39 
2014,11-1,15.3., 13 14 24 27 29 34 39 ,+, 10 18
2014,12-1,22.3., 5  9  13  14  22  31  39  ,+, 25  35
2014,13-1,29.3., 7  9  13  15  17  25  26  ,+, 23  39
2014,14-1,5.4., 1  2  4  22  25  31  32  ,+, 18  23
2014,15-1,12.4., 11  12  15  18  23  32  36  ,+, 19  29
2014,16-1,19.4., 1  7  8  19  25  33  38  ,+, 16  27
2014,17-1,26.4., 1  2  5  13  25  33  34  ,+, 8  12
2014,18-1,3.5., 4  15  17  27  36  37  38  ,+, 10  32
2014,19-1,10.5., 3  8  9  25  30  35  39  ,+, 27  37
2014,20-1,17.5., 1  3  13  18  21  35  39  ,+, 5  9
2014,21-1,24.5., 19  26  28  30  34  36  39  ,+, 31  38
2014,22-1,31.5., 8  11  16  19  24  27  37  ,+, 18  38
2014,23-1,7.6., 1  11  19  20  22  28  39  ,+, 27  34
2014,24-1,14.6., 4  11  12  19  34  35  37  ,+, 2  7
2014,25-1,22.6., 3  12  13  18  19  25  37  ,+, 6  31
2014,26-1,28.6., 1  2  16  22  28  31  33  ,+, 11  18
2014,27-1,5.7., 3  5  6  25  26  28  35  ,+, 16  18
2014,28-1,12.7., 8  12  16  18  19  27  36  ,+, 24  32
2014,29-1,19.7., 6  19  23  24  26  27  39  ,+, 5 28
2014,30-1,26.7., 3  9  20  21  22  36  39  ,+, 5 14
2014,31-1,2.8., 3  15  20  21  29  30  33  ,+, 6  10
2014,32-1,9.8., 3  9  24  26  27  31  36  ,+, 17  37
2014,33-1,16.8., 2  11  12  14  21  26  32  ,+, 8  16
2014,34-1,23.8., 1  2  9  24  27  29  30  ,+, 8  36
2014,35-1,30.8., 3  6  12  13  15  18  34  ,+, 24  35
2014,36-1,6.9., 5  8  10  11  25  29  35  ,+, 20  31
2014,37-1,13.9., 4  13  17  27  31  34  36  ,+, 5  33
2014,38-1,20.9., 9  12  30  31  35  36  39  ,+, 8  24
2014,39-1,27.9., 3  5  9  11  20  26  28  ,+, 2  21
2014,40-1,4.10., 15  17  24  26  31  32  37  ,+, 9  12
2014,41-1,11.10., 15  20  24  27  32  36  38  ,+, 2  21
2014,42-1,18.10., 6  15  22  26  27  36  37  ,+, 7  19
2014,43-1,25.10., 9  14  25  27  31  33  38  ,+, 8  39
2014,44-1,2.11., 8  15  16  19  31  32  39  ,+, 29  35
2014,45-1,8.11., 3  8  11  13  18  20  25  ,+, 5  33
2014,46-1,15.11., 1  2  3  11  25  28  31  ,+, 14  29
2014,47-1,22.11., 1  4  16  21  34  36  37  ,+, 15  25
2014,48-1,29.11., 4  6  8  15  16  22  27  ,+, 2  29
2014,49-1,7.12., 12  13  17  19  21  25  37  ,+, 7  22
2014,50-1,13.12., 1  2  10  14  23  29  34  ,+, 24  26
2014,51-1,20.12., 4  5  15  19  23  37  38  ,+, 1  2
2014,52-1,27.12., 5  11  16  17  22  24  26  ,+, 1  32
2015,1-1,3.1., 2  7  18  20  34  36  38  ,+, 24  30
2015,1-1,01.01, 1  4  8  9  15  18  27  ,+, 7  12  
2015,2-1,01.01, 4  5  9  15  20  28  31  ,+, 21  34  
2015,3-1,01.01, 1  2  3  6  17  23  27  ,+, 30  32  
2015,4-1,01.01, 5  8  10  12  18  28  32  ,+, 4  35  
2015,5-1,01.01, 9  14  17  23  25  31  36  ,+, 26  29  
2015,6-1,01.01, 6  10  20  21  24  27  36  ,+, 32  38  
2015,7-1,01.01, 10  14  16  26  28  32  35  ,+, 7  23  
2015,8-1,01.01, 5  9  10  17  28  29  35  ,+, 21  34  
2015,9-1,01.01, 15  16  19  22  24  32  33  ,+, 4  9  
2015,10-1,01.01, 2  6  8  17  19  24  30  ,+, 9  16  
2015,11-1,01.01, 4  14  20  25  26  36  38  ,+, 9  32  
2015,12-1,01.01, 1  4  9  18  20  23  38  ,+, 6  26  
2015,13-1,01.01, 7  10  13  27  28  32  37  ,+, 1  9  
2015,14-1,01.01, 5  13  14  15  22  24  27  ,+, 1  23  
2015,15-1,01.01, 1  5  6  15  19  24  29  ,+, 4  18  
2015,16-1,01.01, 4  11  14  18  19  21  36  ,+, 9  24  
2015,17-1,01.01, 3  7  9  27  30  32  38  ,+, 8  29  
2015,18-1,01.01, 7  10  11  13  15  21  33  ,+, 17  22  
2015,19-1,01.01, 18  21  27  31  34  35  39  ,+, 2  36  
2015,20-1,01.01, 14  15  22  26  29  30  33  ,+, 16  28  
2015,21-1,01.01, 3  5  12  17  23  29  39  ,+, 37  38  
2015,22-1,01.01, 1  10  13  14  33  37  39  ,+, 19  20  
2015,23-1,01.01, 4  9  31  32  33  34  37  ,+, 6  18  
2015,24-1,01.01, 1  5  10  13  29  33  34  ,+, 20  39  
2015,25-1,01.01, 2  10  11  12  23  26  38  ,+, 8  34  
2015,26-1,01.01, 11  16  20  21  23  31  37  ,+, 25  32  
2015,27-1,01.01, 3  6  18  20  23  24  26  ,+, 13  35  
2015,28-1,01.01, 5  10  13  17  21  23  34  ,+, 1  16  
2015,29-1,01.01, 5  10  11  18  19  26  29  ,+, 30  38  
2015,30-1,01.01, 1  10  20  25  28  30  32  ,+, 5  15  
2015,31-1,01.01, 3  6  9  13  19  21  36  ,+, 24  29  
2015,32-1,01.01, 4  9  10  28  29  33  36  ,+, 15  30  
2015,33-1,01.01, 3  7  9  14  16  17  29  ,+, 11  25  
2015,34-1,01.01, 6  11  14  17  25  29  35  ,+, 8  16  
2015,35-1,01.01, 11  13  14  18  20  25  34  ,+, 15  35  
2015,36-1,01.01, 3  8  14  23  27  29  32  ,+, 2  20  
2015,37-1,01.01, 1  8  9  14  34  35  37  ,+, 19  24  
2015,38-1,01.01, 3  7  10  16  19  30  33  ,+, 6  9  
2015,39-1,01.01, 10  11  13  18  31  32  37  ,+, 5  23  
2015,40-1,01.01, 1  9  12  17  19  35  36  ,+, 30  32  
